text,label,confidence,reason,needs_review
その靴下どこで買ったの,0,1.0,punctuation_stripped_augmentation,False
その話続き聞きたいな,0,1.0,punctuation_stripped_augmentation,False
その電車何時発ですか,0,1.0,punctuation_stripped_augmentation,False
その本貸してもらえる,0,1.0,punctuation_stripped_augmentation,False
その予定来週で大丈夫です,0,1.0,punctuation_stripped_augmentation,False
その質問いい着眼点ですね,0,1.0,punctuation_stripped_augmentation,False
その手続きこちらで進めておきます,0,1.0,punctuation_stripped_augmentation,False
その場所行ったことあるよ,0,1.0,punctuation_stripped_augmentation,False
その件了解しました,0,1.0,punctuation_stripped_augmentation,False
そのレシピ今度作ってみるね,0,1.0,punctuation_stripped_augmentation,False
その番組面白かったよ,0,1.0,punctuation_stripped_augmentation,False
そのアプリ便利だね,0,1.0,punctuation_stripped_augmentation,False
その花きれいだね,0,1.0,punctuation_stripped_augmentation,False
その道具使いやすそうだね,0,1.0,punctuation_stripped_augmentation,False
その時間帯空いてます,0,1.0,punctuation_stripped_augmentation,False
その資格来年取る予定です,0,1.0,punctuation_stripped_augmentation,False
その説明もう一度お願いできますか,0,1.0,punctuation_stripped_augmentation,False
その注文承りました,0,1.0,punctuation_stripped_augmentation,False
その色私も好きです,0,1.0,punctuation_stripped_augmentation,False
